,drug,OPAL Price,OPAL Amount,OPAL Unit,OPAL Standardized Cost,OPAL Standardized Unit
1641,bactr,1.4188,,,,
1642,Indinavir Sulfate,,,,,
1643,sodium bicarbonate,0.01028,650.0,mg,0.015815384615384613,g
1644,Primaquine Phosphate,,,,,
1645,Methylprednisolone,0.6652380952380953,4.0,mg,166.30952380952382,g
1646,Lovastatin,0.06944444444444445,40.0,mg,1.7361111111111112,g
1647,heparin,1.0024,,,,
1648,HumuLIN R,73.9765,,,,
1649,Caspofungin Acetate,287.881,50.0,mg,5757.619999999999,g
1650,Procainamide,59.698,500.0,mg/ml,0.119396,g/l
1651,Mannitol,1517.23,10.0,mg,151723.0,g
1652,Pindolol,0.8740000000000001,5.0,mg,174.8,g
1653,Sulfameth/Trimethoprim ,,,,,
1654,NEO*PO*Zidovudine Syrup,,,,,
1655,*NF* Cefotaxime,,,,,
1656,NS (IRRIGATION BOTTLE),,,,,
1657,Dermagran Ointment,,,,,
1658,Epinephrine Inhalation,,,,,
1659,Gemtuzumab Ozogamicin,,,,,
1660,NEO*IV*Zidovudine,,,,,
1661,Benzoyl Peroxide Gel 10%,,,,,
1662,NEO*IV*CefazoLIN,,,,,
1663,Clotrimazole 1% Vaginal Cream,,,,,
1664,*NF* Diazoxide Suspension,,,,,
1665,Gammagard S/D,,,,,
1666,NEO*IV*Hydrocortisone,,,,,
1667,ValGANCIclovir Oral Solution,,,,,
1668,NEO*PO*Acetazolamide (20mg/1ml),,,,,
1669,NEO*PO*Prednisolone Syrup,,,,,
1670,PACLItaxel (TaxOL),,,,,
1671,Metronidazole Gel 0.75%-Vaginal,,,,,
1672,Humalog KwikPen,71.075,200.0,units/ml,0.000355375,units/l
1673,coenzyme Q10  200mg,,,,,
1674,Acidophilus-B.bifidum-B.longum,,,,,
1675,Eye Wash,0.019322033898305082,,,,
1676,Glucosamine Chondroitin SMConc,,,,,
1677,Esomeprazole Magnesium,3.0526666666666666,20.0,mg,152.63333333333333,g
1678,Fioricet,,,,,
1679,Glimepiride,11.433666666666666,2.0,mg,5716.833333333333,g
1680,Talc,20.750666666666667,,,,
1681,Cocaine HCl,31.41,,,,
1682,DimenhyDRINATE,8.56,50.0,mg/ml,0.17120000000000002,g/l
1683,codeine-guaifenesin,,,,,
1684,Isosorbide mono,0.0575,30.0,mg,1.9166666666666667,g
1685,*NF* Nafcillin Sodium,,,,,
1686,NEO*PO*Ca Glubionate 23mg Ca/ml,,,,,
1687,NiCARdipine,11.211,2.5,mg/ml,4.4844,g/l
1688,Nitrofurantoin (Macrodantin),,,,,
1689,Oseltam,7.5569999999999995,30.0,mg,251.9,g
1690,Pramoxine,11.517,,,,
1691,Theophylline (Slo-bid) Capsule,,,,,
1692,Urocit-K 10,,,,,
1693,Azmacort,,,,,
1694,Candida Skin Test,,,,,
1695,carisoprodol,0.055999999999999994,350.0,mg,0.15999999999999998,g
1696,Cephalexin Suspension,,,,,
1697,Cortroysn,,,,,
1698,Docusate Sodi,1.7803333333333333,283.0,mg,6.290930506478209,g
1699,*NF* Fenoldopam Mesylate,,,,,
1700,Neomycin/Polymyxin/Dexameth Ophth Susp.,,,,,
1701,acetylc,17.155,200.0,mg/ml,0.085775,g/l
1702,Phyto,29.84,10.0,mg/ml,2.984,g/l
1703,Tobramycin 0.3% Ophth Ointment,,,,,
1704,Meningococcal Vaccine,,,,,
1705,Elmiron,10.254000000000001,100.0,mg,102.54,g
1706,maa,,,,,
1707,Fluticasone-Salmeterol,,,,,
1708,Travasol 4.25% W/ Dextrose 5%,,,,,
1709,PARCOPA,,,,,
1710,*NF* Ivermectin,,,,,
1711,Exelon,17.023,4.6,mg,3700.6521739130435,g
1712,Etravirine,6.863833333333333,100.0,mg,68.63833333333332,g
1713,ibuprofen,0.02165217391304348,100.0,mg,0.2165217391304348,g
1714,Nelfinavir Mesylate,,,,,
1715,valproic,0.1522,250.0,mg,0.6088,g
1716,Valacyclovir,0.8,500.0,mg,1.6,g
1717,Hepatitis B Vaccine,,,,,
1718,Imipramine HCl,0.0493,10.0,mg,4.93,g
1719,Anagrelide,,,,,
1720,Morphine Sulfate (PF),,,,,
1721,Niaspan,1.5582222222222224,,,,
1722,Adderall,2.6169,5.0,mg,523.38,g
1723,Hep,0.0443,4.0,mg,11.075,g
1724,hep,0.0443,4.0,mg,11.075,g
1725,Amantadine Syrup,,,,,
1726,Entecavir Oral Solution,,,,,
1727,Dextroamphetamine,1.2920718816067653,5.0,mg,258.4143763213531,g
1728,Acetaminophen w/Codeine Elixir,,,,,
1729,CefazoLIN Desensitization,,,,,
1730,Cefazolin Desensitization,,,,,
1731,Lipid Emulsion 20%,,,,,
1732,*NF* Cefixime Suspension,,,,,
1733,Thermacare Neck/Shoulder/Arm,,,,,
1734,Vicks Vapor Inhaler,,,,,
1735,Restasis,117.96199999999999,,,,
1736,chlorzoxazone,0.29510000000000003,500.0,mg,0.5902000000000001,g
1737,Naltrexone,0.9598,50.0,mg,19.195999999999998,g
1738,Gemcitabine HCl,0.4534615384615384,1.0,g,0.4534615384615384,g
1739,Becaplermin Gel 0.01%,,,,,
1740,Sudafed,,,,,
1741,REVLIMID,713.7613,2.5,mg,285504.52,g
1742,Hydrocortisone Val. Cream 0.2%,,,,,
1743,Dantrolene Sodium,,,,,
1744,Lac-Hydrin,,,,,
1745,Papain-Urea,,,,,
1746,Bosentan,,,,,
1747,Colistimethate Sodium,1.865,150.0,mg,12.433333333333334,g
1748,Bromocriptine Mesylate,0.4532,2.5,mg,181.28,g
1749,Enbrel,795.985,25.0,mg,31839.399999999998,g
1750,Sodium Citrate/Citric Acid,,,,,
1751,Fluorometholone 0.1% Ophth Susp.,,,,,
1752,Mesalamine (Rectal),,,,,
1753,sodium bi,0.00864,5.0,g,0.001728,g
1754,Nystatin-Triamcinolone,,,,,
1755,NEO*PO*Potassium Phosphate,,,,,
1756,Fosaprepitant,71.03,150.0,mg,473.53333333333336,g
1757,Morphine Sulfate (2-6mg),,,,,
1758,Peppermint Spirit,0.21600000000000003,,,,
1759,DAUNOrubicin,,,,,
1760,Heparin Flush CVL  (100 units/ml) ,,,,,
1761,Ipratropium Bromide,,,,,
1762,Lorazepam 2 mg syringe ,,,,,
1763,Letrozole,,,,,
1764,Revatio,73.42357142857144,10.0,mg/ml,7.342357142857144,g/l
1765,glatiramer,89.43833333333333,40.0,mg/ml,2.2359583333333335,g/l
1766,Sulfasalazine,0.1659,500.0,mg,0.3318,g
1767,Moexipril HCl,,,,,
1768,ProAir HFA,8.535,,,,
1769,Morphin,0.4413,15.0,mg,29.42,g
1770,Lubiprostone,0.6435,8.0,mcg,80437.5,g
1771,Acetylcystein,17.155,200.0,mg/ml,0.085775,g/l
1772,Bupivacaine 0.75%,,,,,
1773,Oxytocin,5.5784,10.0,ml,557.84,l
1774,Carbidopa-Levodopa,,,,,
1775,Privigen,77.98400000000001,,,,
1776,Ascorbate Sodium,,,,,
1777,*NF* Interferon Alfacon-1,,,,,
1778,edrophonium chloride,,,,,
1779,Feraheme,350.75,510.0,mg,687.7450980392157,g
1780,"Bottle, Glass",,,,,
1781,Zaditor,1.922,,,,
1782,NEO*IV*Erythromycin,,,,,
1783,Coumadin,,,,,
1784,Clobetasol Propionate,0.1848,,,,
1785,Clofarabine,24.5,1.0,mg/ml,24.5,g/l
1786,Hepatitis B Immu Glob (HepaGam B),,,,,
1787,Mitoxantrone HCl,10.894,2.0,mg/ml,5.447,g/l
1788,ValGANCIcl,4.5,50.0,mg/ml,0.09,g/l
1789,Carbamazepine Suspension,,,,,
1790,Kaolin/Pectin,,,,,
1791,rocuronium,2.6,10.0,mg/ml,0.26,g/l
1792,Acyclovir Sodium,12.489,50.0,mg/ml,0.24978,g/l
1793,Disopyramide CR,,,,,
1794,Fluorouracil,42.32533333333333,,,,
1795,Apri 0.15mg-0.03mg Tab,,,,,
1796,Pristiq,0.294,50.0,mg,5.879999999999999,g
1797,Loraz,0.0444,1.0,mg,44.4,g
1798,Peppermint ,0.21600000000000003,,,,
1799,Prazosin HCl,0.0794,1.0,mg,79.39999999999999,g
1800,BTL,0.63625,100.0,mg,6.3625,g
1801,cet,0.2787,125.0,mg,2.2296,g
1802,ZYRtec,,,,,
1803,Fluvoxamine Maleate,2.4963333333333333,100.0,mg,24.96333333333333,g
1804,Lidocaine 1% PF,,,,,
1805,Morphine Sulfate (Immediate Release),,,,,
1806,Orabase w/ Benzocaine Paste,,,,,
1807,Viagra,53.73766666666667,25.0,mg,2149.5066666666667,g
1808,Triazolam,0.6047,0.125,mg,4837.6,g
1809,Ziprasidone Hydrochloride,,,,,
1810,celecoxib,0.8779,100.0,mg,8.779,g
1811,Domeboro,,,,,
1812,fenofibrate,0.37020000000000003,160.0,mg,2.31375,g
1813,Keppra,1.5225208333333333,100.0,mg/ml,0.015225208333333334,g/l
1814,Ranitidine HCl,,,,,
1815,Lidocaine 0.5%/Epinephrine,,,,,
1816,Sunol-cH36 Study Drug (*IND*),,,,,
1817,Mupirocin,0.35045454545454546,,,,
1818,CVVH Citrated,,,,,
1819,*NF* Estradiol Transdermal Patch,,,,,
1820,LevoFLOXacin,0.8162916666666666,125.0,mg,6.530333333333333,g
1821,Procainamide SR,,,,,
1822,Travatan,58.477999999999994,,,,
1823,Albumin 25%,,,,,
1824,Aspirin 325 mg or Placebo,,,,,
1825,Zanamivir,,,,,
1826,Dexamethasone Sod Phos Ophth,,,,,
1827,ClomiPRAMINE,0.7123,25.0,mg,28.492,g
1828,Aminocaproic Acid 25% Oral Rinse,,,,,
1829,Bupivacaine 0.50%,,,,,
1830,Primidone,0.2895,250.0,mg,1.158,g
1831,D30W,,,,,
1832,Morphine,0.4413,15.0,mg,29.42,g
1833,NF*GENTAMICIN SOP,,,,,
1834,Sodium Bicarbonate 4.2% (2.4meq),,,,,
1835,Blistex Lip Ointment,,,,,
1836,Dakins 1/8 Strength,,,,,
1837,Doxil,4.7490000000000006,2.0,mg/ml,2.3745000000000003,g/l
1838,IDArubicin,,,,,
1839,Idarubicin HCl,,,,,
1840,Naphazoline-Pheniramine Ophth. Solution,,,,,
1841,Clindamycin Phosphate,10.136666666666667,,,,
1842,Erythromycin Ethylsuccinate,,,,,
1843,bismuth subsalicy,0.044333333333333336,262.0,mg,0.1692111959287532,g
1844,bis,0.1796,5.0,mg,35.92,g
1845,Scopolamine 0.25% Ophth Soln,,,,,
1846,Thymoglobulin (IND),,,,,
1847,Morphine Sulfate (2-4mg),,,,,
1848,*NF* Phenytoin Sodium **Brand Name ONLY**,,,,,
1849,Klonopin,2.5648,0.5,mg,5129.599999999999,g
1850,Lactaid,,,,,
1851,Amiloride HCl,0.0732,5.0,mg,14.64,g
1852,Repaglinide,0.3518,0.5,mg,703.6,g
1853,Tolnaftate 1% Cream,0.068,,,,
1854,Trihexyphenidyl HCl,0.04505285412262156,2.0,mg,22.52642706131078,g
1855,Critic-Aid Clear,,,,,
1856,Ketamine ,15.755,10.0,mg/ml,1.5755000000000001,g/l
1857,Loratadine,0.028333333333333332,10.0,mg,2.833333333333333,g
1858,Syringe (LR),,,,,
1859,micon,5.06,,,,
1860,Propantheline Bromide,,,,,
1861,Mexiletine HCl,0.5525,150.0,mg,3.6833333333333336,g
1862,alb,8.882,325.0,mg,27.32923076923077,g
1863,Docus,1.7803333333333333,283.0,mg,6.290930506478209,g
1864,Lidocaine Viscous,,,,,
1865,Patanol,,,,,
1866,*NF* Levalbuterol Soln,,,,,
1867,Glucophage XR,,,,,
1868,Perphenazine,0.34009999999999996,2.0,mg,170.04999999999998,g
1869,Imatinib Mesylate,305.1766666666667,400.0,mg,762.9416666666666,g
1870,sodi,1.7803333333333333,283.0,mg,6.290930506478209,g
1871,Tipranavir,,,,,
1872,Balsalazide,0.35642857142857143,750.0,mg,0.47523809523809524,g
1873,SulfADIAzine,0.21400000000000002,,,,
1874,Cimetidine,0.5736,400.0,mg,1.434,g
1875,Ziprasidone Mesylate,,,,,
1876,acetylcysteine,17.155,200.0,mg/ml,0.085775,g/l
1877,Chloramphenicol Na Succ,38.694,1.0,g,38.694,g
1878,Linezolid Suspension,,,,,
1879,Valganciclovir HCl Suspension,,,,,
1880,Betaxolol Ophth Susp  0.25%,,,,,
1881,Daunorubicin HCl,,,,,
1882,HumaLOG,5.1770000000000005,100.0,unt/ml,5.177000000000001e-05,unt/l
1883,NEO*SC*Epoetin Alfa,,,,,
1884,NEO*PO*Midazolam,,,,,
1885,*NF* Dornase Alfa Inh. Soln.,,,,,
1886,*NF* Potassium Chloride,,,,,
1887,SURGIFOAM,,,,,
1888, Zaditor Ophthalmic,,,,,
1889,neutr,0.28559999999999997,,,,
1890,loper,0.023583333333333335,,,,
1891,Mumps Skin Test,,,,,
1892,Rivastigmine,1.8998333333333333,1.5,mg,1266.5555555555554,g
1893,Isosorb,0.6428888888888888,37.5,mg,17.143703703703704,g
1894,Methad,1.693,10.0,mg,169.3,g
1895,multivit,0.035666666666666666,,,,
1896,Multivitamin,0.035666666666666666,,,,
1897,charcoal,0.7342857142857142,,,,
1898,Didanosine EC,,,,,
1899,Lidocaine 1% ,,,,,
1900,ACCUZYME,,,,,
1901,Polyvinyl Alcohol-Povidone,,,,,
1902,Terlipressin Study Drug (*IND*),,,,,
1903,Alteplase 1mg/5mL ( Clearance ie. Indwelling port ),,,,,
1904,Sulfacetamide 10% Ophth. Oint.,,,,,
1905,Isosorbide Dinitrate ER,,,,,
1906,ketorolac,1.508,30.0,mg/ml,0.05026666666666667,g/l
1907,Epinephri,49.24,1.0,mg/ml,49.24,g/l
1908,Nateglinide,0.8972,60.0,mg,14.953333333333333,g
1909,Acetami,4.264583333333333,10.0,mg/ml,0.42645833333333333,g/l
1910,Nia,1.5582222222222224,,,,
1911,Thera Tears,,,,,
1912,Potassium Chloride Oral Sol,,,,,
1913,rasagiline (Azilect),,,,,
1914,Lorazepam 2mg syringa,,,,,
1915,Melphalan HCl,32.45,50.0,mg,649.0,g
1916,NEO*PO*Acetazolamide (10mg/1ml),,,,,
1917,NEO*IV*Metoclopramide,,,,,
1918,depak,3.2702,250.0,mg,13.0808,g
1919,eucerin,,,,,
1920,Calcipotriene 0.005% Cream,1.8081666666666665,,,,
1921,Lidocaine 1% P.f.,,,,,
1922,Glycerin (Laxative),,,,,
1923,Beconase AQ Nasal Spray,,,,,
1924,Dimen,8.56,50.0,mg/ml,0.17120000000000002,g/l
1925,Fleet ,,,,,
1926,glyco,0.53,,,,
1927,Miconazole Nitrate 2% Vaginal Cream,,,,,
1928,Calcium Carbonate (Tums),,,,,
1929,Fenofibrate,0.37020000000000003,160.0,mg,2.31375,g
1930,Hydrocortisone Oint 2.5%,,,,,
1931,Avelox,,,,,
1932,Docusa,1.7803333333333333,283.0,mg,6.290930506478209,g
1933,Doripenem *NF*,,,,,
1934,cycloSPORINE,2.9593333333333334,0.4,ml,7398.333333333333,l
1935,Minocycline,0.961,115.0,mg,8.356521739130434,g
1936,Tamoxifen Citrate,0.1385,10.0,mg,13.850000000000001,g
1937,Tetracycline HCl,0.6131,250.0,mg,2.4524,g
1938,Metoprolol ,0.1379,25.0,mg,5.515999999999999,g
1939,Mycophenolate ,0.9351,500.0,mg,1.8702,g
1940,Dornase alfa *NF*,,,,,
1941,Skelaxin,,,,,
1942,Albuterol 0.5%,,,,,
1943,AMICAR,,,,,
1944,Balanced Salt Opth. Soln,,,,,
1945,Dipivefrin HCl 0.1% ,,,,,
1946,Levobunolol Hcl 0.5%,2.55,,,,
1947,Aminocaproic Acid ,1.6395338983050847,250.0,mg/ml,0.006558135593220339,g/l
1948,Betamethasone Dipro 0.05% Oint,,,,,
1949,Hydroxypropyl Meth. 2.5% Ophth,,,,,
1950,magnesium oxide-Mg AA chelate,,,,,
1951,Benefiber,,,,,
1952,Vytorin 10-40,12.006333333333334,,,,
1953,Nascobal,153.38,500.0,mcg,306760.0,g
1954,Phenytoin Sodium **Brand Name ONLY**,,,,,
1955,Humatrope,798.98,6.0,mg,133163.33333333334,g
1956,Hepsera,33.32566666666666,10.0,mg,3332.566666666666,g
1957,Buspirone,0.06398,5.0,mg,12.796,g
1958,Ceftriaxone Sodium,,,,,
1959,Dabigatran Etexilate,,,,,
1960,econ,0.061000000000000006,,,,
1961,Aldara,,,,,
1962,Methylergonovine Maleate,15.184166666666668,0.2,mg,75920.83333333334,g
1963,mult,518.63,300.0,iu,1.7287666666666666,iu
1964,Nysta,0.06833333333333333,100000.0,unt/g,6.833333333333333e-07,unt/g
1965,Interferon Alfa 2A,,,,,
1966,Hydrocortisone Acetate Suppository,,,,,
1967,L-Hyoscyamine,,,,,
1968,SImvastatin,3.71827,10.0,mg,371.827,g
1969,VALTREX,21.668666666666663,1.0,g,21.668666666666663,g
1970,Tetanus Immune Globulin,,,,,
1971,Aspirin 81 mg or Placebo,,,,,
1972,Aspirin 325 mg or placebo,,,,,
1973,Proplex T,,,,,
1974,Colesevelam,6.498333333333333,3.75,g,1.732888888888889,g
1975,fluticasone,0.8830434782608695,137.0,mcg,6445.572834020945,g
1976,*NF* Rocuronium Bromide,,,,,
1977,Febuxostat,4.794,40.0,mg,119.85,g
1978,Selenious Acid,11.898,6.0,mcg/ml,1983.0,g/l
1979,Epinephrine Kit,,,,,
1980,*NF* Pentostatin,,,,,
1981,PACLItaxel,778.39,100.0,mg,7783.9,g
1982,Inamrinone Lactate,,,,,
1983,humulin R,73.9765,,,,
1984,UROXATRAL,24.8653,10.0,mg,2486.53,g
1985,roflumilast,,,,,
1986,Detrol LA,9.831,2.0,mg,4915.5,g
1987,Chlorambucil,,,,,
1988,OxycoDONE ,0.027739999999999997,5.0,mg,5.547999999999999,g
1989,Morphine Sul,,,,,
1990,senna,0.02928270042194093,,,,
1991,Triamterene,3.8894,50.0,mg,77.788,g
1992,Potassium Citrate,0.021,,,,
1993,Biscolax,,,,,
1994,Candida Albicans,,,,,
1995,saliva substitution combo no.2,,,,,
1996,Peridex,,,,,
1997,Coenzyme Q10 study drug,,,,,
1998,Fuzeon,58.85850000000001,90.0,mg,653.9833333333335,g
1999,AmLactin,,,,,
2000,MetRONIDAZOLE,0.15085714285714286,,,,
2001,Nabumetone,0.0977,500.0,mg,0.1954,g
2002,Nitazoxanide,19.262999999999998,500.0,mg,38.525999999999996,g
2003,Tasmar,9.937666666666667,100.0,mg,99.37666666666667,g
2004,Dexamethasone Oral Soln (0.1mg/1mL),,,,,
2005,Ola,0.2787,125.0,mg,2.2296,g
2006,Ranexa,6.18,100.0,mg/ml,0.061799999999999994,g/l
2007,Forteo,3763.96,600.0,mcg,6273266.666666667,g
2008,Hepatitis B Immune Globulin (Bayhep B),,,,,
2009,Aspirin 81mg or placbo,,,,,
2010,Riboflavin,,,,,
2011,Tacr,0.423,,,,
2012,SODIUM BICAR,0.00864,5.0,g,0.001728,g
2013,Insulin NPH Human Recomb,,,,,
2014,Ethacrynic acid,0.9595,25.0,mg,38.379999999999995,g
2015,Hydrocodone-Acetaminophen (5mg-500mg,,,,,
2016,Erythromycin Lactobionate,,,,,
2017,Amino Acids 3.5%,,,,,
2018,Prozac,16.2745,10.0,mg,1627.45,g
2019,Surgicel,,,,,
2020,Astepro,,,,,
2021,Atrovent Nasal,,,,,
2022,Aspirin (Rectal),,,,,
2023,*NF* Estraderm,,,,,
2024,NEO*IM*Haemophilus B Conjugate,,,,,
2025,Paclitaxel,778.39,100.0,mg,7783.9,g
2026,QUEtiapine,0.10064000000000001,25.0,mg,4.0256,g
2027,WelChol,2.6330555555555555,625.0,mg,4.212888888888889,g
2028,sodium Bicar,0.00864,5.0,g,0.001728,g
2029,Hydrocodone-Acetaminophen (5mg-500mg),,,,,
2030,albendazole,48.295,200.0,mg,241.475,g
2031,Charcoal,0.7342857142857142,,,,
2032,*NF* Ceftaroline,,,,,
2033,Hepari,1.0024,,,,
2034,Raloxifene HCl,0.4,60.0,mg,6.666666666666667,g
2035,multiv,0.035666666666666666,,,,
2036,Mul,11.755,130.0,mg,90.42307692307692,g
2037,*NF* Rasburicase,,,,,
2038,ALBU,21.75,,,,
2039,Liothyronine,261.31,10.0,mcg/ml,26131.0,g/l
2040,Imitrex,409.6,,,,
2041,Humalog Mix 75-25 KwikPen,,,,,
2042,Vivelle-Dot,12.46625,0.0375,mg,332433.3333333334,g
2043,Defibrotide (*IND*),,,,,
2044,bismu,0.044333333333333336,262.0,mg,0.1692111959287532,g
2045,DiCYCLOmine,0.19467230443974629,10.0,mg,19.46723044397463,g
2046,Ativan,12.868,2.0,mg/ml,6.434,g/l
2047,Niaci,0.016980000000000002,500.0,g,3.396000000000001e-05,g
2048,dextrose,6.535,1000.0,mg,6.535,g
2049,Acarbose,0.15833333333333333,25.0,mg,6.333333333333333,g
2050,Terconazole 0.4% Vag. Cream,,,,,
2051,Dexamethason,0.4388,2.0,mg,219.4,g
2052,SODIUM,1.7803333333333333,283.0,mg,6.290930506478209,g
2053,urea,0.3996,500.0,mg,0.7992,g
2054,Zonalon,18.863666666666667,50.0,mg/g,377.2733333333333,g/g
2055,Digoxin Elixir,,,,,
2056,guai,0.34500000000000003,30.0,mg/g,11.500000000000002,g/g
2057,Betamethasone Valerate 0.1% Cream,0.3953333333333333,,,,
2058,Buprenorphine HCl,0.736,2.0,mg,368.0,g
2059,Carn,0.1605084745762712,1.0,g,0.1605084745762712,g
2060,Mebaral,,,,,
2061,sevelame,0.1667037037037037,800.0,mg,0.2083796296296296,g
2062,Naloxo,20.055,4.0,mg,5013.75,g
2063,aceta,0.2787,125.0,mg,2.2296,g
2064,Sensipar,17.566333333333333,30.0,mg,585.5444444444445,g
2065,Abciximab,,,,,
2066,Abacavir Oral Solution,,,,,
2067,Lidocaine Jelly ,,,,,
2068,Lidocaine ,2.7,,,,
2069,PROPOFOL,1.3096,10.0,mg/ml,0.13096000000000002,g/l
2070,Florastor,,,,,
2071,Unithroid,3.635,25.0,mcg,145400.0,g
2072,Nivea Skin,,,,,
2073,permethrin,0.21783333333333335,,,,
2074,linezolid,2.6766666666666667,600.0,mg,4.461111111111111,g
2075,Megestro,2.5772666666666666,625.0,mg,4.1236266666666666,g
2076,Lithium ,0.3285,450.0,mg,0.73,g
2077,Sodium Citrate,,,,,
2078,Fulvestrant,55.0,50.0,mg/ml,1.1,g/l
2079,Phenoxybenzamine HCl,12.2467,10.0,mg,1224.67,g
2080,Pyridostigmine Bromide Syrup,,,,,
2081,aminoc,1.6395338983050847,250.0,mg/ml,0.006558135593220339,g/l
