,drug,OPAL Price,OPAL Amount,OPAL Unit,OPAL Standardized Cost,OPAL Standardized Unit
1605,Genta,0.18566666666666667,,,,
1606,Desmopressin Nasal,,,,,
1607,Levocarnitine,0.1605084745762712,1.0,g,0.1605084745762712,g
1608,Ibutilide Fumarate,,,,,
1609,Hydrocortisone Na Succinate,,,,,
1610,Flovent,170.65,50.0,mcg,3413000.0000000005,g
1611,valp,0.1522,250.0,mg,0.6088,g
1612,Amantadine Syrup,,,,,
1613,bact,427.07666666666665,400.0,mg,1067.6916666666666,g
1614,Iodosorb,,,,,
1615,Magnesium,2.5866666666666664,2.0,g,1.2933333333333332,g
1616,carbidopa-levodopa,,,,,
1617,Halcion,5.8715,0.25,mg,23486.0,g
1618,brimonidine,12.288,,,,
1619,URECHOLINE,,,,,
1620,INO-1001 Study Drug  *IND*,,,,,
1621,Syringe (Neonatal),,,,,
1622,Cosyntropin ,,,,,
1623,Chloroprocaine 2% MPF,,,,,
1624,Profilnine SD,0.93,,,,
1625,Isosorbide Mononitrate ,0.0575,30.0,mg,1.9166666666666667,g
1626,Domeboro,,,,,
1627,Galantamine Hydrobromide,,,,,
1628,Betamethasone Valerate 0.1% Ointment,,,,,
1629,albut,0.4422,2.0,mg,221.1,g
1630,Pemetrexed,25.245,25.0,mg/ml,1.0098,g/l
1631,ValGANCIclovir ,4.5,50.0,mg/ml,0.09,g/l
1632,Elmiron,10.254000000000001,100.0,mg,102.54,g
1633,Ammonium Lactate,0.019714285714285712,,,,
1634,Raltegravir,,,,,
1635,Ergocalciferol,0.1348,250.0,mcg,539.2,g
1636,Thioridazine HCl,0.2014,10.0,mg,20.14,g
1637,Belladonna & Opium,,,,,
1638,Papaverine HCl,,,,,
1639,Insulin NPH Human Recomb,,,,,
1640,Nexium,7.826666666666667,20.0,mg,391.33333333333337,g
1641,Multi,518.63,300.0,iu,1.7287666666666666,iu
1642,VESIcare,8.32,5.0,mg,1664.0,g
1643,Brinzolamide,6.367,,,,
1644,Entocort EC,,,,,
1645,timolo,6.6739999999999995,,,,
1646,Sulindac,0.18997999999999998,150.0,mg,1.2665333333333333,g
1647,23.4% Sodium Chloride,,,,,
1648,Calcitri,2.0872,3.0,mcg/g,695733.3333333334,g/g
1649,*NF* Beclomethasone Dipro 80 mcg Inh,,,,,
1650,Bupivacaine 0.25%,,,,,
1651,Clotrimazole 1% Vaginal Cream,,,,,
1652,Aprotinin (Bovine),,,,,
1653,Neomycin-Polymyxin-HC Otic Susp,,,,,
1654,Tobramycin-Dexamethasone Ophth Susp,,,,,
1655,Acetic Acid 0.125% Irrig. Soln,,,,,
1656,HEPARIN  FLUSH,,,,,
1657,Janumet,7.763166666666667,500.0,mg,15.526333333333334,g
1658,Oxybutynin Chloride ER,,,,,
1659,Salagen,1.8122999999999998,5.0,mg,362.46,g
1660,Dextroamphetamine,1.2920718816067653,5.0,mg,258.4143763213531,g
1661,Albuterol Sulfate (Extended Release),,,,,
1662,Nystatin-Triamcinolone,,,,,
1663,Rofecoxib,,,,,
1664,Sanctura,,,,,
1665,Docusate Sodiu,1.7803333333333333,283.0,mg,6.290930506478209,g
1666,fentaNYL,1.1523999999999999,50.0,mcg/ml,23.047999999999995,g/l
1667,LANSOPR,0.24714285714285714,15.0,mg,16.476190476190478,g
1668,Tenecteplase Study Med (*IND*),,,,,
1669,albumin,0.10756,,,,
1670,Isosorbide Dinitrate ER,,,,,
1671,ketorolac,1.508,30.0,mg/ml,0.05026666666666667,g/l
1672,Olopatadine HCl,0.782,,,,
1673,Divalproex Sodium ER,,,,,
1674,Glyburide/Metformin (2.5mg-500mg),,,,,
1675,Acetic Acid 0.04% Soln,,,,,
1676,Fluticasone-Salmeterol,,,,,
1677,tacroli,0.423,,,,
1678,Atrovent,38.00083333333333,,,,
1679,Humulin N,,3.0,ml,,l
1680,Scopolamine HBr,,,,,
1681,Erythromycin Ethylsuccinate,,,,,
1682,Phenylephrine 2.5 % Ophth Soln,,,,,
1683,Heparin Flush Hickman (100 units/ml),,,,,
1684,Xenazine,141.38776785714285,12.5,mg,11311.021428571426,g
1685,Tegretol XR,,,,,
1686,Lactate Based CVVH Solution,,,,,
1687,Oxandrolone (Oxandrin),,,,,
1688,Seasonale,,,,,
1689,Elidel,5.842666666666667,,,,
1690,Florastor,,,,,
1691,aspirin,0.013055555555555555,81.0,mg,0.16117969821673525,g
1692,glimepiride,11.433666666666666,2.0,mg,5716.833333333333,g
1693,pilocarpine HCl,0.3301,5.0,mg,66.02,g
1694,Pyrimethamine,73.1055,25.0,mg,2924.2200000000003,g
1695,Diphenhydramine Hcl,0.030299999999999997,50.0,mg,0.6059999999999999,g
1696,lovastatin,0.06944444444444445,40.0,mg,1.7361111111111112,g
1697,Chlorpheniramine-Hydrocodone,,,,,
1698,Dakins,,,,,
1699,zinc oxide,0.10678571428571429,,,,
1700,Docusat,1.7803333333333333,283.0,mg,6.290930506478209,g
1701,Megace Oral,,,,,
1702,Mupirocin Calcium,,,,,
1703,Travoprost,15.791999999999998,,,,
1704,Niacin Flush Free,,,,,
1705,Proplex T,,,,,
1706,Chlordiazepoxide HCl,0.2995,5.0,mg,59.9,g
1707,SODIUM BICAR,0.00864,5.0,g,0.001728,g
1708,Niaci,0.016980000000000002,500.0,g,3.396000000000001e-05,g
1709,*NF* Rasburicase,,,,,
1710,clomi,0.19467230443974629,10.0,mg,19.46723044397463,g
1711,Anti-Thymocyte Globulin (Rabbit) Desensitization,,,,,
1712,Heparin Flush Port ,,,,,
1713,Metoclopramide HCl,0.030211416490486257,5.0,mg,6.042283298097251,g
1714,Hydrocodone-Acetaminophen (5mg-500mg,,,,,
1715,Gammagard S/D,,,,,
1716,CGT003-03 E2F decoy,,,,,
1717,NITROGLYCERIN,10.8075,0.4,mg,27018.749999999996,g
1718,Tyvaso,20874.57,0.6,mg/ml,34790.950000000004,g/l
1719,Humalog Mix 75-25,,,,,
1720,Water,0.11483333333333333,,,,
1721,Prempro,7.43,0.3,mg,24766.666666666668,g
1722,Eye Wash,0.019322033898305082,,,,
1723,Losartan,0.03325,25.0,mg,1.33,g
1724,prednisolone acetate,2.442,,,,
1725,Isosorbide mono,0.0575,30.0,mg,1.9166666666666667,g
1726,potas,61.5,,,,
1727,Evista,6.633,60.0,mg,110.55,g
1728,Maxalt,38.55166666666666,10.0,mg,3855.166666666666,g
1729,Orabase Dental Paste,,,,,
1730,Urocit-K 10,,,,,
1731,Voltaren,0.1638,,,,
1732,Emtricitabine,10.833666666666666,200.0,mg,54.16833333333333,g
1733,keto,1.308,,,,
1734,sodium,1.7803333333333333,283.0,mg,6.290930506478209,g
1735,nap,0.0556,220.0,mg,0.2527272727272727,g
1736,Risperidone Long Acting Injection,,,,,
1737,Tropicamide 1 %,,,,,
1738,Megestrol,2.5772666666666666,625.0,mg,4.1236266666666666,g
1739,Potassium Chloride ,0.23120000000000002,1500.0,mg,0.15413333333333334,g
1740,fluocin,0.9410000000000001,,,,
1741,Activated Charcoal-Sorbitol,,,,,
1742,Anagrelide,,,,,
1743,Rasburicase,,,,,
1744,Zoledronic Acid,0.2416,4.0,mg,60.4,g
1745,Lipid Emulsion 20%,,,,,
1746,Potassium Iodide,0.534,65.0,mg/ml,0.008215384615384616,g/l
1747,Calcipotriene 0.005% Oint,3.0301666666666667,,,,
1748,Augmentin Suspension,,,,,
1749,Lidocaine 1% P.f.,,,,,
1750,Lipram 4500,,,,,
1751,Camphor-Menthol,,,,,
1752,*NF* Collagenase Oint,,,,,
1753,Sensipar,17.566333333333333,30.0,mg,585.5444444444445,g
1754,dorzolamide,0.639,22.3,mg,28.654708520179373,g
1755,Polyethylene Glycol 3350,0.53,,,,
1756,Clopidogrel 150 mg or placebo,,,,,
1757,Xalatan,71.63,,,,
1758,Lidocaine 1% PF,,,,,
1759,ACCUZYME,,,,,
1760,Trimethobenzamide,,,,,
1761,Lithium Citrate (Syrup),,,,,
1762,ofloxacin,6.284285714285715,,,,
